S No.,Year,State,Industry,num_of_s,Last Update
2840,2020,Kerala,Renewable Energy,11,25-09-2022 04:00:02
2841,2020,Kerala,Retail,20,25-09-2022 04:00:02
2842,2020,Kerala,Robotics,8,25-09-2022 04:00:02
2843,2020,Kerala,Security Solutions,3,25-09-2022 04:00:02
2844,2020,Kerala,Social Impact,3,25-09-2022 04:00:02
2845,2020,Kerala,Social Network,11,25-09-2022 04:00:02
2846,2020,Kerala,Sports,2,25-09-2022 04:00:02
2847,2020,Kerala,Technology Hardware,25,25-09-2022 04:00:02
2848,2020,Kerala,Telecommunication & Networking,2,25-09-2022 04:00:02
2849,2020,Kerala,Textiles & Apparel,2,25-09-2022 04:00:02
2850,2020,Kerala,Transportation & Storage,7,25-09-2022 04:00:02
2851,2020,Kerala,Travel & Tourism,8,25-09-2022 04:00:02
2852,2020,Kerala,Waste Management,3,25-09-2022 04:00:02
2853,2020,Ladakh,Construction,1,25-09-2022 04:00:02
2854,2020,Lakshadweep,IT Services,1,25-09-2022 04:00:02
2855,2020,Madhya Pradesh,Advertising,4,25-09-2022 04:00:02
2856,2020,Madhya Pradesh,Agriculture,39,25-09-2022 04:00:02
2857,2020,Madhya Pradesh,AI,5,25-09-2022 04:00:02
2858,2020,Madhya Pradesh,Analytics,1,25-09-2022 04:00:02
2859,2020,Madhya Pradesh,AR VR (Augmented + Virtual Reality),2,25-09-2022 04:00:02
2860,2020,Madhya Pradesh,Architecture Interior Design,1,25-09-2022 04:00:02
2861,2020,Madhya Pradesh,Automotive,10,25-09-2022 04:00:02
2862,2020,Madhya Pradesh,Chemicals,5,25-09-2022 04:00:02
2863,2020,Madhya Pradesh,Construction,35,25-09-2022 04:00:02
2864,2020,Madhya Pradesh,Dating Matrimonial,1,25-09-2022 04:00:02
2865,2020,Madhya Pradesh,Design,2,25-09-2022 04:00:02
2866,2020,Madhya Pradesh,Education,24,25-09-2022 04:00:02
2867,2020,Madhya Pradesh,Enterprise Software,3,25-09-2022 04:00:02
2868,2020,Madhya Pradesh,Events,2,25-09-2022 04:00:02
2869,2020,Madhya Pradesh,Fashion,2,25-09-2022 04:00:02
2870,2020,Madhya Pradesh,Finance Technology,7,25-09-2022 04:00:02
2871,2020,Madhya Pradesh,Food & Beverages,18,25-09-2022 04:00:02
2872,2020,Madhya Pradesh,Green Technology,10,25-09-2022 04:00:02
2873,2020,Madhya Pradesh,Healthcare & Lifesciences,34,25-09-2022 04:00:02
2874,2020,Madhya Pradesh,House-Hold Services,3,25-09-2022 04:00:02
2875,2020,Madhya Pradesh,Human Resources,12,25-09-2022 04:00:02
2876,2020,Madhya Pradesh,Internet of Things,5,25-09-2022 04:00:02
2877,2020,Madhya Pradesh,IT Services,52,25-09-2022 04:00:02
2878,2020,Madhya Pradesh,Logistics,3,25-09-2022 04:00:02
2879,2020,Madhya Pradesh,Marketing,10,25-09-2022 04:00:02
2880,2020,Madhya Pradesh,Media & Entertainment,6,25-09-2022 04:00:02
2881,2020,Madhya Pradesh,Non- Renewable Energy,11,25-09-2022 04:00:02
2882,2020,Madhya Pradesh,Other Specialty Retailers,5,25-09-2022 04:00:02
2883,2020,Madhya Pradesh,Others,3,25-09-2022 04:00:02
2884,2020,Madhya Pradesh,Pets & Animals,1,25-09-2022 04:00:02
2885,2020,Madhya Pradesh,Professional & Commercial Services,29,25-09-2022 04:00:02
2886,2020,Madhya Pradesh,Real Estate,3,25-09-2022 04:00:02
2887,2020,Madhya Pradesh,Renewable Energy,16,25-09-2022 04:00:02
2888,2020,Madhya Pradesh,Retail,14,25-09-2022 04:00:02
2889,2020,Madhya Pradesh,Robotics,1,25-09-2022 04:00:02
2890,2020,Madhya Pradesh,Safety,1,25-09-2022 04:00:02
2891,2020,Madhya Pradesh,Security Solutions,10,25-09-2022 04:00:02
2892,2020,Madhya Pradesh,Social Impact,1,25-09-2022 04:00:02
2893,2020,Madhya Pradesh,Social Network,3,25-09-2022 04:00:02
2894,2020,Madhya Pradesh,Technology Hardware,11,25-09-2022 04:00:02
2895,2020,Madhya Pradesh,Telecommunication & Networking,6,25-09-2022 04:00:02
2896,2020,Madhya Pradesh,Textiles & Apparel,1,25-09-2022 04:00:02
2897,2020,Madhya Pradesh,Transportation & Storage,11,25-09-2022 04:00:02
2898,2020,Madhya Pradesh,Travel & Tourism,4,25-09-2022 04:00:02
2899,2020,Madhya Pradesh,Waste Management,1,25-09-2022 04:00:02
2900,2020,Maharashtra,NOT SPECIFIED,3,25-09-2022 04:00:02
2901,2020,Maharashtra,Advertising,24,25-09-2022 04:00:02
2902,2020,Maharashtra,Aeronautics Aerospace & Defence,10,25-09-2022 04:00:02
2903,2020,Maharashtra,Agriculture,108,25-09-2022 04:00:02
2904,2020,Maharashtra,AI,60,25-09-2022 04:00:02
2905,2020,Maharashtra,Analytics,19,25-09-2022 04:00:02
2906,2020,Maharashtra,Animation,5,25-09-2022 04:00:02
2907,2020,Maharashtra,AR VR (Augmented + Virtual Reality),11,25-09-2022 04:00:02
2908,2020,Maharashtra,Architecture Interior Design,14,25-09-2022 04:00:02
2909,2020,Maharashtra,Art & Photography,11,25-09-2022 04:00:02
2910,2020,Maharashtra,Automotive,56,25-09-2022 04:00:02
2911,2020,Maharashtra,Biotechnology,1,25-09-2022 04:00:02
2912,2020,Maharashtra,Chemicals,30,25-09-2022 04:00:02
2913,2020,Maharashtra,Computer Vision,12,25-09-2022 04:00:02
2914,2020,Maharashtra,Construction,63,25-09-2022 04:00:02
2915,2020,Maharashtra,Design,31,25-09-2022 04:00:02
2916,2020,Maharashtra,Education,153,25-09-2022 04:00:02
2917,2020,Maharashtra,Enterprise Software,52,25-09-2022 04:00:02
2918,2020,Maharashtra,Events,7,25-09-2022 04:00:02
2919,2020,Maharashtra,Fashion,34,25-09-2022 04:00:02
2920,2020,Maharashtra,Finance Technology,131,25-09-2022 04:00:02
2921,2020,Maharashtra,Food & Beverages,125,25-09-2022 04:00:02
2922,2020,Maharashtra,Green Technology,57,25-09-2022 04:00:02
2923,2020,Maharashtra,Healthcare & Lifesciences,257,25-09-2022 04:00:02
2924,2020,Maharashtra,House-Hold Services,17,25-09-2022 04:00:02
2925,2020,Maharashtra,Human Resources,49,25-09-2022 04:00:02
2926,2020,Maharashtra,Indic Language Startups,3,25-09-2022 04:00:02
2927,2020,Maharashtra,Internet of Things,48,25-09-2022 04:00:02
2928,2020,Maharashtra,IT Services,344,25-09-2022 04:00:02
2929,2020,Maharashtra,Logistics,5,25-09-2022 04:00:02
2930,2020,Maharashtra,Marketing,74,25-09-2022 04:00:02
2931,2020,Maharashtra,Media & Entertainment,71,25-09-2022 04:00:02
2932,2020,Maharashtra,Nanotechnology,1,25-09-2022 04:00:02
2933,2020,Maharashtra,Non- Renewable Energy,85,25-09-2022 04:00:02
2934,2020,Maharashtra,Other Specialty Retailers,23,25-09-2022 04:00:02
2935,2020,Maharashtra,Others,22,25-09-2022 04:00:02
2936,2020,Maharashtra,Pets & Animals,11,25-09-2022 04:00:02
2937,2020,Maharashtra,Professional & Commercial Services,152,25-09-2022 04:00:02
2938,2020,Maharashtra,Real Estate,25,25-09-2022 04:00:02
2939,2020,Maharashtra,Renewable Energy,75,25-09-2022 04:00:02
2940,2020,Maharashtra,Retail,70,25-09-2022 04:00:02
2941,2020,Maharashtra,Robotics,18,25-09-2022 04:00:02
2942,2020,Maharashtra,Safety,15,25-09-2022 04:00:02
2943,2020,Maharashtra,Security Solutions,26,25-09-2022 04:00:02
2944,2020,Maharashtra,Social Impact,15,25-09-2022 04:00:02
2945,2020,Maharashtra,Social Network,18,25-09-2022 04:00:02
2946,2020,Maharashtra,Sports,20,25-09-2022 04:00:02
2947,2020,Maharashtra,Technology Hardware,114,25-09-2022 04:00:02
2948,2020,Maharashtra,Telecommunication & Networking,35,25-09-2022 04:00:02
2949,2020,Maharashtra,Textiles & Apparel,30,25-09-2022 04:00:02
2950,2020,Maharashtra,Toys and Games,1,25-09-2022 04:00:02
2951,2020,Maharashtra,Transportation & Storage,56,25-09-2022 04:00:02
2952,2020,Maharashtra,Travel & Tourism,33,25-09-2022 04:00:02
2953,2020,Maharashtra,Waste Management,1,25-09-2022 04:00:02
2954,2020,Manipur,Automotive,2,25-09-2022 04:00:02
2955,2020,Manipur,Construction,1,25-09-2022 04:00:02
2956,2020,Manipur,Green Technology,1,25-09-2022 04:00:02
2957,2020,Manipur,House-Hold Services,1,25-09-2022 04:00:02
2958,2020,Manipur,Internet of Things,1,25-09-2022 04:00:02
2959,2020,Manipur,IT Services,1,25-09-2022 04:00:02
2960,2020,Manipur,Non- Renewable Energy,1,25-09-2022 04:00:02
2961,2020,Manipur,Textiles & Apparel,1,25-09-2022 04:00:02
2962,2020,Manipur,Transportation & Storage,3,25-09-2022 04:00:02
2963,2020,Meghalaya,IT Services,1,25-09-2022 04:00:02
2964,2020,Mizoram,IT Services,1,25-09-2022 04:00:02
2965,2020,Nagaland,Architecture Interior Design,1,25-09-2022 04:00:02
2966,2020,Nagaland,Marketing,1,25-09-2022 04:00:02
2967,2020,Nagaland,Non- Renewable Energy,1,25-09-2022 04:00:02
2968,2020,Nagaland,Retail,1,25-09-2022 04:00:02
2969,2020,Nagaland,Travel & Tourism,1,25-09-2022 04:00:02
2970,2020,Odisha,Aeronautics Aerospace & Defence,1,25-09-2022 04:00:02
2971,2020,Odisha,Agriculture,20,25-09-2022 04:00:02
2972,2020,Odisha,AI,2,25-09-2022 04:00:02
2973,2020,Odisha,Animation,1,25-09-2022 04:00:02
2974,2020,Odisha,AR VR (Augmented + Virtual Reality),2,25-09-2022 04:00:02
2975,2020,Odisha,Architecture Interior Design,2,25-09-2022 04:00:02
2976,2020,Odisha,Automotive,1,25-09-2022 04:00:02
2977,2020,Odisha,Chemicals,2,25-09-2022 04:00:02
2978,2020,Odisha,Computer Vision,1,25-09-2022 04:00:02
2979,2020,Odisha,Construction,9,25-09-2022 04:00:02
2980,2020,Odisha,Design,3,25-09-2022 04:00:02
2981,2020,Odisha,Education,21,25-09-2022 04:00:02
2982,2020,Odisha,Enterprise Software,2,25-09-2022 04:00:02
2983,2020,Odisha,Events,6,25-09-2022 04:00:02
2984,2020,Odisha,Fashion,3,25-09-2022 04:00:02
2985,2020,Odisha,Finance Technology,3,25-09-2022 04:00:02
2986,2020,Odisha,Food & Beverages,16,25-09-2022 04:00:02
2987,2020,Odisha,Green Technology,5,25-09-2022 04:00:02
2988,2020,Odisha,Healthcare & Lifesciences,31,25-09-2022 04:00:02
2989,2020,Odisha,House-Hold Services,3,25-09-2022 04:00:02
2990,2020,Odisha,Human Resources,3,25-09-2022 04:00:02
2991,2020,Odisha,Internet of Things,4,25-09-2022 04:00:02
2992,2020,Odisha,IT Services,39,25-09-2022 04:00:02
2993,2020,Odisha,Logistics,1,25-09-2022 04:00:02
2994,2020,Odisha,Marketing,12,25-09-2022 04:00:02
2995,2020,Odisha,Media & Entertainment,4,25-09-2022 04:00:02
2996,2020,Odisha,Nanotechnology,1,25-09-2022 04:00:02
2997,2020,Odisha,Non- Renewable Energy,8,25-09-2022 04:00:02
2998,2020,Odisha,Other Specialty Retailers,2,25-09-2022 04:00:02
2999,2020,Odisha,Others,3,25-09-2022 04:00:02
3000,2020,Odisha,Pets & Animals,1,25-09-2022 04:00:02
3001,2020,Odisha,Professional & Commercial Services,12,25-09-2022 04:00:02
3002,2020,Odisha,Renewable Energy,8,25-09-2022 04:00:02
3003,2020,Odisha,Retail,11,25-09-2022 04:00:02
3004,2020,Odisha,Robotics,1,25-09-2022 04:00:02
3005,2020,Odisha,Security Solutions,3,25-09-2022 04:00:02
3006,2020,Odisha,Social Impact,3,25-09-2022 04:00:02
3007,2020,Odisha,Social Network,4,25-09-2022 04:00:02
3008,2020,Odisha,Sports,2,25-09-2022 04:00:02
3009,2020,Odisha,Technology Hardware,10,25-09-2022 04:00:02
3010,2020,Odisha,Telecommunication & Networking,1,25-09-2022 04:00:02
3011,2020,Odisha,Textiles & Apparel,3,25-09-2022 04:00:02
3012,2020,Odisha,Transportation & Storage,5,25-09-2022 04:00:02
3013,2020,Odisha,Travel & Tourism,4,25-09-2022 04:00:02
3014,2020,Puducherry,Advertising,1,25-09-2022 04:00:02
3015,2020,Puducherry,Aeronautics Aerospace & Defence,1,25-09-2022 04:00:02
3016,2020,Puducherry,Animation,1,25-09-2022 04:00:02
3017,2020,Puducherry,Green Technology,1,25-09-2022 04:00:02
3018,2020,Puducherry,Healthcare & Lifesciences,2,25-09-2022 04:00:02
3019,2020,Puducherry,IT Services,5,25-09-2022 04:00:02
3020,2020,Puducherry,Professional & Commercial Services,1,25-09-2022 04:00:02
3021,2020,Puducherry,Renewable Energy,1,25-09-2022 04:00:02
3022,2020,Puducherry,Transportation & Storage,1,25-09-2022 04:00:02
3023,2020,Punjab,Advertising,1,25-09-2022 04:00:02
3024,2020,Punjab,Agriculture,10,25-09-2022 04:00:02
3025,2020,Punjab,AI,4,25-09-2022 04:00:02
3026,2020,Punjab,Architecture Interior Design,1,25-09-2022 04:00:02
3027,2020,Punjab,Automotive,1,25-09-2022 04:00:02
3028,2020,Punjab,Chemicals,2,25-09-2022 04:00:02
3029,2020,Punjab,Construction,4,25-09-2022 04:00:02
3030,2020,Punjab,Design,1,25-09-2022 04:00:02
3031,2020,Punjab,Education,9,25-09-2022 04:00:02
3032,2020,Punjab,Enterprise Software,1,25-09-2022 04:00:02
3033,2020,Punjab,Events,1,25-09-2022 04:00:02
3034,2020,Punjab,Fashion,1,25-09-2022 04:00:02
3035,2020,Punjab,Food & Beverages,12,25-09-2022 04:00:02
3036,2020,Punjab,Green Technology,3,25-09-2022 04:00:02
3037,2020,Punjab,Healthcare & Lifesciences,13,25-09-2022 04:00:02
3038,2020,Punjab,Human Resources,4,25-09-2022 04:00:02
3039,2020,Punjab,Internet of Things,1,25-09-2022 04:00:02
3040,2020,Punjab,IT Services,14,25-09-2022 04:00:02
3041,2020,Punjab,Marketing,3,25-09-2022 04:00:02
3042,2020,Punjab,Media & Entertainment,1,25-09-2022 04:00:02
3043,2020,Punjab,Non- Renewable Energy,15,25-09-2022 04:00:02
3044,2020,Punjab,Other Specialty Retailers,2,25-09-2022 04:00:02
3045,2020,Punjab,Others,2,25-09-2022 04:00:02
3046,2020,Punjab,Pets & Animals,1,25-09-2022 04:00:02
3047,2020,Punjab,Professional & Commercial Services,8,25-09-2022 04:00:02
3048,2020,Punjab,Renewable Energy,8,25-09-2022 04:00:02
3049,2020,Punjab,Retail,3,25-09-2022 04:00:02
3050,2020,Punjab,Safety,2,25-09-2022 04:00:02
3051,2020,Punjab,Sports,2,25-09-2022 04:00:02
3052,2020,Punjab,Technology Hardware,5,25-09-2022 04:00:02
3053,2020,Punjab,Telecommunication & Networking,2,25-09-2022 04:00:02
3054,2020,Punjab,Textiles & Apparel,3,25-09-2022 04:00:02
3055,2020,Punjab,Transportation & Storage,4,25-09-2022 04:00:02
3056,2020,Punjab,Travel & Tourism,2,25-09-2022 04:00:02
3057,2020,Rajasthan,Advertising,5,25-09-2022 04:00:02
3058,2020,Rajasthan,Aeronautics Aerospace & Defence,2,25-09-2022 04:00:02
3059,2020,Rajasthan,Agriculture,35,25-09-2022 04:00:02
3060,2020,Rajasthan,AI,6,25-09-2022 04:00:02
3061,2020,Rajasthan,AR VR (Augmented + Virtual Reality),3,25-09-2022 04:00:02
3062,2020,Rajasthan,Architecture Interior Design,7,25-09-2022 04:00:02
3063,2020,Rajasthan,Art & Photography,2,25-09-2022 04:00:02
3064,2020,Rajasthan,Automotive,8,25-09-2022 04:00:02
3065,2020,Rajasthan,Biotechnology,1,25-09-2022 04:00:02
3066,2020,Rajasthan,Chemicals,4,25-09-2022 04:00:02
3067,2020,Rajasthan,Computer Vision,3,25-09-2022 04:00:02
3068,2020,Rajasthan,Construction,19,25-09-2022 04:00:02
3069,2020,Rajasthan,Dating Matrimonial,1,25-09-2022 04:00:02
3070,2020,Rajasthan,Design,3,25-09-2022 04:00:02
3071,2020,Rajasthan,Education,36,25-09-2022 04:00:02
3072,2020,Rajasthan,Enterprise Software,5,25-09-2022 04:00:02
3073,2020,Rajasthan,Events,1,25-09-2022 04:00:02
3074,2020,Rajasthan,Fashion,7,25-09-2022 04:00:02
3075,2020,Rajasthan,Finance Technology,12,25-09-2022 04:00:02
3076,2020,Rajasthan,Food & Beverages,30,25-09-2022 04:00:02
3077,2020,Rajasthan,Green Technology,19,25-09-2022 04:00:02
3078,2020,Rajasthan,Healthcare & Lifesciences,33,25-09-2022 04:00:02
3079,2020,Rajasthan,House-Hold Services,4,25-09-2022 04:00:02
3080,2020,Rajasthan,Human Resources,11,25-09-2022 04:00:02
3081,2020,Rajasthan,Internet of Things,6,25-09-2022 04:00:02
3082,2020,Rajasthan,IT Services,65,25-09-2022 04:00:02
3083,2020,Rajasthan,Marketing,11,25-09-2022 04:00:02
3084,2020,Rajasthan,Media & Entertainment,4,25-09-2022 04:00:02
3085,2020,Rajasthan,Nanotechnology,2,25-09-2022 04:00:02
3086,2020,Rajasthan,Non- Renewable Energy,21,25-09-2022 04:00:02
3087,2020,Rajasthan,Other Specialty Retailers,9,25-09-2022 04:00:02
3088,2020,Rajasthan,Others,3,25-09-2022 04:00:02
3089,2020,Rajasthan,Pets & Animals,2,25-09-2022 04:00:02
3090,2020,Rajasthan,Professional & Commercial Services,27,25-09-2022 04:00:02
3091,2020,Rajasthan,Real Estate,2,25-09-2022 04:00:02
3092,2020,Rajasthan,Renewable Energy,11,25-09-2022 04:00:02
3093,2020,Rajasthan,Retail,14,25-09-2022 04:00:02
3094,2020,Rajasthan,Robotics,2,25-09-2022 04:00:02
3095,2020,Rajasthan,Security Solutions,3,25-09-2022 04:00:02
3096,2020,Rajasthan,Social Impact,4,25-09-2022 04:00:02
3097,2020,Rajasthan,Social Network,3,25-09-2022 04:00:02
3098,2020,Rajasthan,Sports,4,25-09-2022 04:00:02
3099,2020,Rajasthan,Technology Hardware,18,25-09-2022 04:00:02
3100,2020,Rajasthan,Telecommunication & Networking,2,25-09-2022 04:00:02
3101,2020,Rajasthan,Textiles & Apparel,5,25-09-2022 04:00:02
3102,2020,Rajasthan,Transportation & Storage,18,25-09-2022 04:00:02
3103,2020,Rajasthan,Travel & Tourism,9,25-09-2022 04:00:02
3104,2020,Rajasthan,Waste Management,2,25-09-2022 04:00:02
3105,2020,Sikkim,Social Network,1,25-09-2022 04:00:02
3106,2020,Tamil Nadu,Advertising,4,25-09-2022 04:00:02
3107,2020,Tamil Nadu,Aeronautics Aerospace & Defence,12,25-09-2022 04:00:02
3108,2020,Tamil Nadu,Agriculture,29,25-09-2022 04:00:02
3109,2020,Tamil Nadu,AI,16,25-09-2022 04:00:02
3110,2020,Tamil Nadu,Airport Operations,1,25-09-2022 04:00:02
3111,2020,Tamil Nadu,Analytics,7,25-09-2022 04:00:02
3112,2020,Tamil Nadu,AR VR (Augmented + Virtual Reality),9,25-09-2022 04:00:02
3113,2020,Tamil Nadu,Architecture Interior Design,3,25-09-2022 04:00:02
3114,2020,Tamil Nadu,Art & Photography,1,25-09-2022 04:00:02
3115,2020,Tamil Nadu,Automotive,20,25-09-2022 04:00:02
3116,2020,Tamil Nadu,Chemicals,12,25-09-2022 04:00:02
3117,2020,Tamil Nadu,Computer Vision,4,25-09-2022 04:00:02
3118,2020,Tamil Nadu,Construction,24,25-09-2022 04:00:02
3119,2020,Tamil Nadu,Design,9,25-09-2022 04:00:02
3120,2020,Tamil Nadu,Education,42,25-09-2022 04:00:02
3121,2020,Tamil Nadu,Enterprise Software,24,25-09-2022 04:00:02
3122,2020,Tamil Nadu,Events,3,25-09-2022 04:00:02
3123,2020,Tamil Nadu,Fashion,4,25-09-2022 04:00:02
3124,2020,Tamil Nadu,Finance Technology,24,25-09-2022 04:00:02
3125,2020,Tamil Nadu,Food & Beverages,26,25-09-2022 04:00:02
3126,2020,Tamil Nadu,Green Technology,23,25-09-2022 04:00:02
3127,2020,Tamil Nadu,Healthcare & Lifesciences,83,25-09-2022 04:00:02
3128,2020,Tamil Nadu,House-Hold Services,5,25-09-2022 04:00:02
3129,2020,Tamil Nadu,Human Resources,25,25-09-2022 04:00:02
3130,2020,Tamil Nadu,Internet of Things,22,25-09-2022 04:00:02
3131,2020,Tamil Nadu,IT Services,103,25-09-2022 04:00:02
3132,2020,Tamil Nadu,Marketing,18,25-09-2022 04:00:02
3133,2020,Tamil Nadu,Media & Entertainment,8,25-09-2022 04:00:02
3134,2020,Tamil Nadu,Nanotechnology,2,25-09-2022 04:00:02
3135,2020,Tamil Nadu,Non- Renewable Energy,27,25-09-2022 04:00:02
3136,2020,Tamil Nadu,Other Specialty Retailers,5,25-09-2022 04:00:02
3137,2020,Tamil Nadu,Others,6,25-09-2022 04:00:02
3138,2020,Tamil Nadu,Pets & Animals,1,25-09-2022 04:00:02
3139,2020,Tamil Nadu,Professional & Commercial Services,29,25-09-2022 04:00:02
3140,2020,Tamil Nadu,Real Estate,5,25-09-2022 04:00:02
3141,2020,Tamil Nadu,Renewable Energy,19,25-09-2022 04:00:02
3142,2020,Tamil Nadu,Retail,20,25-09-2022 04:00:02
3143,2020,Tamil Nadu,Robotics,12,25-09-2022 04:00:02
3144,2020,Tamil Nadu,Safety,1,25-09-2022 04:00:02
3145,2020,Tamil Nadu,Security Solutions,4,25-09-2022 04:00:02
3146,2020,Tamil Nadu,Social Impact,1,25-09-2022 04:00:02
3147,2020,Tamil Nadu,Social Network,1,25-09-2022 04:00:02
3148,2020,Tamil Nadu,Sports,2,25-09-2022 04:00:02
3149,2020,Tamil Nadu,Technology Hardware,33,25-09-2022 04:00:02
3150,2020,Tamil Nadu,Telecommunication & Networking,9,25-09-2022 04:00:02
3151,2020,Tamil Nadu,Textiles & Apparel,15,25-09-2022 04:00:02
3152,2020,Tamil Nadu,Transportation & Storage,11,25-09-2022 04:00:02
3153,2020,Tamil Nadu,Travel & Tourism,7,25-09-2022 04:00:02
3154,2020,Tamil Nadu,Waste Management,1,25-09-2022 04:00:02
3155,2020,Telangana,Advertising,11,25-09-2022 04:00:02
3156,2020,Telangana,Aeronautics Aerospace & Defence,14,25-09-2022 04:00:02
3157,2020,Telangana,Agriculture,36,25-09-2022 04:00:02
3158,2020,Telangana,AI,26,25-09-2022 04:00:02
3159,2020,Telangana,Analytics,3,25-09-2022 04:00:02
3160,2020,Telangana,Animation,1,25-09-2022 04:00:02
3161,2020,Telangana,AR VR (Augmented + Virtual Reality),1,25-09-2022 04:00:02
3162,2020,Telangana,Architecture Interior Design,4,25-09-2022 04:00:02
3163,2020,Telangana,Art & Photography,3,25-09-2022 04:00:02
3164,2020,Telangana,Automotive,8,25-09-2022 04:00:02
3165,2020,Telangana,Biotechnology,2,25-09-2022 04:00:02
3166,2020,Telangana,Chemicals,5,25-09-2022 04:00:02
3167,2020,Telangana,Computer Vision,3,25-09-2022 04:00:02
3168,2020,Telangana,Construction,29,25-09-2022 04:00:02
3169,2020,Telangana,Design,9,25-09-2022 04:00:02
3170,2020,Telangana,Education,45,25-09-2022 04:00:02
3171,2020,Telangana,Enterprise Software,12,25-09-2022 04:00:02
3172,2020,Telangana,Events,3,25-09-2022 04:00:02
3173,2020,Telangana,Fashion,6,25-09-2022 04:00:02
3174,2020,Telangana,Finance Technology,24,25-09-2022 04:00:02
3175,2020,Telangana,Food & Beverages,40,25-09-2022 04:00:02
3176,2020,Telangana,Green Technology,13,25-09-2022 04:00:02
3177,2020,Telangana,Healthcare & Lifesciences,107,25-09-2022 04:00:02
3178,2020,Telangana,House-Hold Services,3,25-09-2022 04:00:02
3179,2020,Telangana,Human Resources,6,25-09-2022 04:00:02
3180,2020,Telangana,Internet of Things,16,25-09-2022 04:00:02
3181,2020,Telangana,IT Services,133,25-09-2022 04:00:02
3182,2020,Telangana,Logistics,2,25-09-2022 04:00:02
3183,2020,Telangana,Marketing,22,25-09-2022 04:00:02
3184,2020,Telangana,Media & Entertainment,14,25-09-2022 04:00:02
3185,2020,Telangana,Nanotechnology,3,25-09-2022 04:00:02
3186,2020,Telangana,Non- Renewable Energy,15,25-09-2022 04:00:02
3187,2020,Telangana,Other Specialty Retailers,8,25-09-2022 04:00:02
3188,2020,Telangana,Others,4,25-09-2022 04:00:02
3189,2020,Telangana,Pets & Animals,2,25-09-2022 04:00:02
3190,2020,Telangana,Professional & Commercial Services,35,25-09-2022 04:00:02
3191,2020,Telangana,Real Estate,5,25-09-2022 04:00:02
3192,2020,Telangana,Renewable Energy,15,25-09-2022 04:00:02
3193,2020,Telangana,Retail,15,25-09-2022 04:00:02
3194,2020,Telangana,Robotics,4,25-09-2022 04:00:02
3195,2020,Telangana,Safety,1,25-09-2022 04:00:02
3196,2020,Telangana,Security Solutions,7,25-09-2022 04:00:02
3197,2020,Telangana,Social Impact,8,25-09-2022 04:00:02
3198,2020,Telangana,Social Network,13,25-09-2022 04:00:02
3199,2020,Telangana,Sports,7,25-09-2022 04:00:02
3200,2020,Telangana,Technology Hardware,31,25-09-2022 04:00:02
3201,2020,Telangana,Telecommunication & Networking,7,25-09-2022 04:00:02
3202,2020,Telangana,Textiles & Apparel,10,25-09-2022 04:00:02
3203,2020,Telangana,Transportation & Storage,15,25-09-2022 04:00:02
3204,2020,Telangana,Travel & Tourism,7,25-09-2022 04:00:02
3205,2020,Telangana,Waste Management,2,25-09-2022 04:00:02
3206,2020,Tripura,Agriculture,1,25-09-2022 04:00:02
3207,2020,Tripura,AI,1,25-09-2022 04:00:02
3208,2020,Tripura,Chemicals,1,25-09-2022 04:00:02
3209,2020,Tripura,Construction,3,25-09-2022 04:00:02
3210,2020,Tripura,Education,5,25-09-2022 04:00:02
3211,2020,Tripura,Food & Beverages,1,25-09-2022 04:00:02
3212,2020,Tripura,Healthcare & Lifesciences,1,25-09-2022 04:00:02
3213,2020,Tripura,IT Services,2,25-09-2022 04:00:02
3214,2020,Tripura,Non- Renewable Energy,1,25-09-2022 04:00:02
3215,2020,Tripura,Other Specialty Retailers,1,25-09-2022 04:00:02
3216,2020,Tripura,Professional & Commercial Services,1,25-09-2022 04:00:02
3217,2020,Tripura,Retail,1,25-09-2022 04:00:02
3218,2020,Tripura,Social Impact,1,25-09-2022 04:00:02
3219,2020,Tripura,Technology Hardware,1,25-09-2022 04:00:02
3220,2020,Tripura,Transportation & Storage,2,25-09-2022 04:00:02
3221,2020,Uttar Pradesh,Advertising,10,25-09-2022 04:00:02
3222,2020,Uttar Pradesh,Aeronautics Aerospace & Defence,6,25-09-2022 04:00:02
3223,2020,Uttar Pradesh,Agriculture,51,25-09-2022 04:00:02
3224,2020,Uttar Pradesh,AI,20,25-09-2022 04:00:02
3225,2020,Uttar Pradesh,Analytics,8,25-09-2022 04:00:02
3226,2020,Uttar Pradesh,AR VR (Augmented + Virtual Reality),5,25-09-2022 04:00:02
3227,2020,Uttar Pradesh,Architecture Interior Design,14,25-09-2022 04:00:02
3228,2020,Uttar Pradesh,Art & Photography,3,25-09-2022 04:00:02
3229,2020,Uttar Pradesh,Automotive,13,25-09-2022 04:00:02
3230,2020,Uttar Pradesh,Biotechnology,1,25-09-2022 04:00:02
3231,2020,Uttar Pradesh,Chemicals,9,25-09-2022 04:00:02
3232,2020,Uttar Pradesh,Computer Vision,4,25-09-2022 04:00:02
3233,2020,Uttar Pradesh,Construction,96,25-09-2022 04:00:02
3234,2020,Uttar Pradesh,Dating Matrimonial,1,25-09-2022 04:00:02
3235,2020,Uttar Pradesh,Design,7,25-09-2022 04:00:02
3236,2020,Uttar Pradesh,Education,89,25-09-2022 04:00:02
3237,2020,Uttar Pradesh,Enterprise Software,17,25-09-2022 04:00:02
3238,2020,Uttar Pradesh,Events,6,25-09-2022 04:00:02
